Player,Nation,Pos,Squad,Comp,Age,Born,GCA,GCA90,Won,Lost,npxG+xAG,Att,Succ,SoT,FK,Sh,Gls,Ast,PrgC,PrgP,PrgR,G+A,SCA,SCA90,90s,TklW,Blocks,Int,Clr,Prgc,G+A,Tkl%,Crs,Att,Succ,Won
Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,,2000,,,,,,,,,,,,,,,,,,,10.4,13,8,12,33,19,1,40.9,7,10,4,10
Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,,1996,,,,,,,,,,,,,,,,,,,2.4,5,4,2,5,1,0,75,5,7,2,1
Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,,1999,,,,,,,,,,,,,,,,,,,12.2,8,12,4,35,6,0,39.3,31,19,7,10
Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,,2005,,,,,,,,,,,,,,,,,,,4.7,6,3,9,6,16,3,80,29,14,5,5
Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,5.3,5,7,8,13,10,0,60,1,1,0,3
Malick Thiaw,de GER,DF,Milan,it Serie A,,2001,,,,,,,,,,,,,,,,,,,12.7,9,9,10,46,8,0,66.7,2,3,2,32
Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,,2003,,,,,,,,,,,,,,,,,,,14.1,22,22,15,29,0,1,54.5,35,10,3,6
Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,,2005,,,,,,,,,,,,,,,,,,,12.5,11,10,12,50,6,0,68.8,0,15,9,15
Manu Sánchez,es ESP,DF,Alavés,es La Liga,,2000,,,,,,,,,,,,,,,,,,,15.4,26,26,15,32,11,0,56.7,41,19,5,5
Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,,1995,,,,,,,,,,,,,,,,,,,18,10,11,6,52,4,1,58.3,11,2,2,21
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,,1993,,,,,,,,,,,,,,,,,,,10.6,13,7,6,11,1,1,66.7,77,15,8,3
Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,,2000,,,,,,,,,,,,,,,,,,,17.2,16,29,15,101,36,2,54.5,3,5,1,41
Marc Bartra,es ESP,DF,Betis,es La Liga,,1991,,,,,,,,,,,,,,,,,,,11.3,10,16,23,71,0,0,70,0,9,4,24
Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,,1998,,,,,,,,,,,,,,,,,,,19,21,30,16,43,1,0,50,21,7,2,17
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,,2000,,,,,,,,,,,,,,,,,,,22,18,44,13,104,8,1,67.9,8,11,9,55
Marcão,br BRA,DF,Sevilla,es La Liga,,1996,,,,,,,,,,,,,,,,,,,5.1,6,9,6,26,11,0,66.7,0,3,0,13
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,,1998,,,,,,,,,,,,,,,,,,,14.9,29,25,26,76,4,2,53.1,2,5,4,27
Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,,1996,,,,,,,,,,,,,,,,,,,5.8,8,6,2,20,17,0,77.8,7,0,0,6
Marco Palestra,it ITA,DF,Atalanta,it Serie A,,2005,,,,,,,,,,,,,,,,,,,0.7,1,0,0,0,15,2,100,5,3,1,1
Marco Sala,it ITA,DF,Como,it Serie A,,1999,,,,,,,,,,,,,,,,,,,2.9,6,2,1,9,15,0,62.5,9,2,1,1
Marc-Oliver Kempf,de GER,DF,Como,it Serie A,,1995,,,,,,,,,,,,,,,,,,,18.6,13,17,28,82,1,0,52.6,3,5,4,70
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,,1990,,,,,,,,,,,,,,,,,,,15,10,12,17,65,17,4,60,23,13,7,39
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,10.2,21,14,11,42,29,2,50,7,8,5,20
Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,,1996,,,,,,,,,,,,,,,,,,,5.2,15,7,3,12,35,1,44.4,14,7,1,5
Marcus Pedersen,no NOR,DF,Torino,it Serie A,,2000,,,,,,,,,,,,,,,,,,,10.7,5,9,7,22,25,0,58.3,41,19,6,5
Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,,1997,,,,,,,,,,,,,,,,,,,2.1,3,4,3,14,0,0,50,0,2,2,7
Marin Šverko,hr CRO,DF,Venezia,it Serie A,,1998,,,,,,,,,,,,,,,,,,,11.6,6,9,16,42,11,0,80,2,10,6,18
Mario Gila,es ESP,DF,Lazio,it Serie A,,2000,,,,,,,,,,,,,,,,,,,17.2,27,12,18,57,26,2,71.9,0,6,2,38
Mario Hermoso,es ESP,DF,Roma,it Serie A,,1995,,,,,,,,,,,,,,,,,,,2.8,1,1,4,13,6,0,0,3,3,2,3
Marius Wolf,de GER,DF,Augsburg,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,12.2,7,18,11,30,16,1,33.3,63,22,10,6
Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,16.7,20,18,14,72,1,0,75,0,6,3,20
Marko Ivezić,rs SRB,DF,Holstein Kiel,de Bundesliga,,2001,,,,,,,,,,,,,,,,,,,12,14,15,18,50,24,0,39.3,1,4,1,18
Marnon Busch,de GER,DF,Heidenheim,de Bundesliga,,1994,,,,,,,,,,,,,,,,,,,7.6,8,15,8,36,21,0,73.3,30,5,2,5
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,,1994,,,,,,,,,,,,,,,,,,,11.3,12,15,7,34,0,0,77.8,1,4,3,20
Martin Erlic,hr CRO,DF,Bologna,it Serie A,,1998,,,,,,,,,,,,,,,,,,,2.5,0,5,1,5,14,1,50,0,1,0,7
Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,,1998,,,,,,,,,,,,,,,,,,,3.7,7,2,6,14,1,0,62.5,7,1,0,7
Martin Valjent,sk SVK,DF,Mallorca,es La Liga,,1995,,,,,,,,,,,,,,,,,,,15.7,9,12,13,83,37,1,77.8,2,5,3,22
Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,7.8,2,13,2,39,5,0,66.7,0,1,1,25
Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,,2001,,,,,,,,,,,,,,,,,,,2.5,3,6,7,12,14,5,50,1,2,0,3
Marwann Nzuzi,fr FRA,DF,Saint-Étienne,fr Ligue 1,,2004,,,,,,,,,,,,,,,,,,,1.4,2,0,2,6,10,0,50,1,2,0,2
Massadio Haïdara,ml MLI,DF,Brest,fr Ligue 1,,1992,,,,,,,,,,,,,,,,,,,7.7,4,4,11,36,11,0,33.3,25,11,4,10
Mateu Morey,es ESP,DF,Mallorca,es La Liga,,2000,,,,,,,,,,,,,,,,,,,3.5,6,5,8,9,18,1,44.4,13,6,4,4
Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,,1997,,,,,,,,,,,,,,,,,,,2,0,3,7,6,0,0,100,0,0,0,2
Mathías Olivera,uy URU,DF,Napoli,it Serie A,,1997,,,,,,,,,,,,,,,,,,,17.3,28,26,23,40,1,0,65.8,18,13,5,23
Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,,2003,,,,,,,,,,,,,,,,,,,0.6,5,2,0,3,1,0,100,1,1,1,1
Matija Nastasić,rs SRB,DF,Leganés,es La Liga,,1993,,,,,,,,,,,,,,,,,,,14.4,8,32,13,104,7,2,66.7,0,1,1,20
Mats Hummels,de GER,DF,Roma,it Serie A,,1988,,,,,,,,,,,,,,,,,,,6.7,9,11,13,27,4,0,60,1,2,2,17
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,,1992,,,,,,,,,,,,,,,,,,,11.9,11,15,14,43,20,1,58.3,15,10,6,27
Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,,1995,,,,,,,,,,,,,,,,,,,0.1,0,0,1,1,1,0,0,0,0,0,0
Matteo Darmian,it ITA,DF,Inter,it Serie A,,1989,,,,,,,,,,,,,,,,,,,11.9,12,10,3,25,0,0,60,21,7,4,11
Matteo Gabbia,it ITA,DF,Milan,it Serie A,,1999,,,,,,,,,,,,,,,,,,,12,6,13,7,52,1,2,83.3,2,1,1,28
Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,,2002,,,,,,,,,,,,,,,,,,,14.7,17,23,15,28,6,3,75,59,9,6,17
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,,1994,,,,,,,,,,,,,,,,,,,14.5,10,20,6,66,40,1,57.1,9,2,2,49
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,,1999,,,,,,,,,,,,,,,,,,,17.1,11,19,26,52,0,0,65,3,2,1,39
Mattia Bani,it ITA,DF,Genoa,it Serie A,,1993,,,,,,,,,,,,,,,,,,,12.2,6,7,18,59,27,1,55.6,3,4,2,16
Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,,1992,,,,,,,,,,,,,,,,,,,3.7,7,4,3,9,70,3,88.9,4,3,1,1
Mattia Viti,it ITA,DF,Empoli,it Serie A,,2002,,,,,,,,,,,,,,,,,,,19.9,34,32,37,81,15,1,74.4,0,7,5,35
Matty Cash,pl POL,DF,Aston Villa,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,14,21,14,17,34,3,0,63,20,26,13,13
Max Aarons,eng ENG,DF,Bournemouth,eng Premier League,,2000,,,,,,,,,,,,,,,,,,,1,2,3,1,0,1,0,100,2,2,0,0
Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,,2001,,,,,,,,,,,,,,,,,,,12.4,21,14,25,39,4,3,73.7,8,4,2,13
Max Kilman,eng ENG,DF,West Ham,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,22.2,10,36,27,121,1,0,78.9,0,16,11,65
Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,,2003,,,,,,,,,,,,,,,,,,,9.4,14,12,5,53,0,0,78.6,3,15,10,9
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,,2000,,,,,,,,,,,,,,,,,,,20,25,26,36,110,4,0,66.7,4,11,8,33
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,,1998,,,,,,,,,,,,,,,,,,,6.6,3,9,10,36,9,1,77.8,3,1,0,18
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,,2000,,,,,,,,,,,,,,,,,,,7.3,8,10,6,35,23,3,64.3,4,0,0,19
Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,,1997,,,,,,,,,,,,,,,,,,,14.5,24,22,19,42,0,0,67.6,100,16,9,11
Maximiliano Caufriez,be BEL,DF,Valencia,es La Liga,,1997,,,,,,,,,,,,,,,,,,,1,1,2,1,4,4,0,100,0,0,0,2
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,,1995,,,,,,,,,,,,,,,,,,,12.3,10,13,7,24,0,2,50,40,11,6,8
Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,,1996,,,,,,,,,,,,,,,,,,,15.8,18,8,11,41,0,1,58.6,13,18,9,25
Michael Keane,eng ENG,DF,Everton,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,9,7,9,10,50,1,0,70,1,1,0,19
Michael Svoboda,at AUT,DF,Venezia,it Serie A,,1998,,,,,,,,,,,,,,,,,,,14.6,14,19,22,66,3,0,42.1,2,3,2,35
Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,10.6,21,16,20,44,4,0,94.1,1,6,1,14
Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,8.8,5,8,9,29,31,2,54.5,0,6,4,16
Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,,2002,,,,,,,,,,,,,,,,,,,12.7,11,27,22,52,9,1,62.5,21,9,5,10
Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,,2004,,,,,,,,,,,,,,,,,,,6.4,8,5,9,23,18,4,100,1,5,2,8
Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,,1995,,,,,,,,,,,,,,,,,,,4.2,5,7,3,16,1,0,100,0,3,0,7
Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,,2003,,,,,,,,,,,,,,,,,,,22.2,18,20,25,63,2,0,57.7,68,25,12,13
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,7,4,8,2,33,13,2,42.9,8,0,0,17
Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,16.3,21,19,22,77,52,8,60.6,0,12,8,30
Mohamed Abdelmoneim,eg EGY,DF,Nice,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,6.8,12,6,13,39,1,0,61.1,0,3,1,22
Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,,2000,,,,,,,,,,,,,,,,,,,0.6,0,0,2,0,1,0,,1,1,0,3
Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,10.3,15,10,14,52,36,0,86.7,0,1,0,34
Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,,2000,,,,,,,,,,,,,,,,,,,13,12,18,9,71,0,0,66.7,0,11,8,20
Morato,br BRA,DF,Nott'ham Forest,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,4.9,9,6,6,45,22,1,55.6,0,1,1,2
Moritz Jenz,de GER,DF,Mainz 05,de Bundesliga,,1999,,,,,,,,,,,,,,,,,,,8,7,12,9,56,0,0,62.5,0,2,0,40
Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,,1996,,,,,,,,,,,,,,,,,,,0.1,0,0,1,0,10,1,,0,0,0,0
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,,2000,,,,,,,,,,,,,,,,,,,13.4,15,7,14,21,13,0,66.7,12,8,4,21
Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,,1996,,,,,,,,,,,,,,,,,,,15.3,16,16,10,71,20,2,70,1,2,2,19
Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,,2002,,,,,,,,,,,,,,,,,,,21.7,26,48,22,141,3,1,56.3,6,21,17,23
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,,2006,,,,,,,,,,,,,,,,,,,5.1,12,0,5,6,7,0,100,3,11,6,1
Nacho Vidal,es ESP,DF,Osasuna,es La Liga,,1995,,,,,,,,,,,,,,,,,,,1.4,0,1,0,6,1,0,25,2,2,2,3
Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,,1998,,,,,,,,,,,,,,,,,,,11.2,11,12,10,28,2,0,57.1,39,22,9,7
Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,,1996,,,,,,,,,,,,,,,,,,,17.3,32,12,24,60,17,0,63,38,16,8,23
Natan,br BRA,DF,Betis,es La Liga,,2001,,,,,,,,,,,,,,,,,,,11.6,13,13,14,57,42,0,88.2,2,1,0,37
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,,1995,,,,,,,,,,,,,,,,,,,6.7,7,7,3,20,16,4,80,1,1,1,13
Nathan Collins,ie IRL,DF,Brentford,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,23,17,44,20,130,6,0,75,6,9,5,75
Nathan Wood-Gordon,eng ENG,DF,Southampton,eng Premier League,,2002,,,,,,,,,,,,,,,,,,,6.4,6,8,4,26,11,1,71.4,3,5,3,10
Nathan Zeze,fr FRA,DF,Nantes,fr Ligue 1,,2005,,,,,,,,,,,,,,,,,,,11.6,15,18,17,87,8,1,69.6,1,3,2,19
Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,,1996,,,,,,,,,,,,,,,,,,,14.2,19,16,10,58,7,1,60,0,6,3,41
Neco Williams,wls WAL,DF,Nott'ham Forest,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,13.8,20,24,17,59,0,0,52.9,19,25,9,21
Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,,2000,,,,,,,,,,,,,,,,,,,2,1,2,1,7,1,0,0,0,1,1,3
Nélson Semedo,pt POR,DF,Wolves,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,17.9,23,22,7,75,7,1,55.9,32,41,21,19
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,,1996,,,,,,,,,,,,,,,,,,,12.5,10,15,13,70,9,0,77.8,1,0,0,26
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,,1999,,,,,,,,,,,,,,,,,,,16,20,24,20,55,24,0,61,5,15,10,36
Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,,1999,,,,,,,,,,,,,,,,,,,14.2,20,15,15,39,31,1,56,19,16,5,12
Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,,1987,,,,,,,,,,,,,,,,,,,12,13,19,16,95,7,1,59.4,5,5,2,16
Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,,1992,,,,,,,,,,,,,,,,,,,10.4,21,15,22,25,8,0,70.8,20,5,1,20
Nicolò Casale,it ITA,DF,Bologna,it Serie A,,1998,,,,,,,,,,,,,,,,,,,3.9,3,8,2,9,37,1,50,0,0,0,10
Nicolò Casale,it ITA,DF,Lazio,it Serie A,,1998,,,,,,,,,,,,,,,,,,,1.5,3,4,1,2,8,2,,0,0,0,6
Nicolò Savona,it ITA,DF,Juventus,it Serie A,,2003,,,,,,,,,,,,,,,,,,,13.5,10,5,7,18,20,0,52.9,26,9,5,4
Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,11.9,13,24,19,63,0,0,57.1,1,1,1,22
Niklas Süle,de GER,DF,Dortmund,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,5.4,4,3,1,26,6,2,80,0,3,2,9
Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,,1991,,,,,,,,,,,,,,,,,,,6.5,5,5,6,30,0,0,85.7,0,2,2,8
Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,22,17,27,16,103,27,2,73.3,0,1,1,63
Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,,2004,,,,,,,,,,,,,,,,,,,7.6,11,13,9,33,15,0,87.5,9,14,5,5
Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,,2006,,,,,,,,,,,,,,,,,,,1.9,4,1,4,19,5,0,50,0,0,0,4
Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,,1997,,,,,,,,,,,,,,,,,,,4.4,5,4,7,19,29,4,50,3,4,2,6
Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,19.6,41,21,22,53,9,1,62.1,15,34,21,30
Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,,2002,,,,,,,,,,,,,,,,,,,10,10,14,8,22,1,0,63.6,36,29,18,8
Nuno Tavares,pt POR,DF,Lazio,it Serie A,,2000,,,,,,,,,,,,,,,,,,,13.6,17,12,14,34,18,0,50,82,75,33,9
Obite N'Dicka,ci CIV,DF,Roma,it Serie A,,1999,,,,,,,,,,,,,,,,,,,22,16,29,26,91,10,1,69.2,0,3,0,42
Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,,2001,,,,,,,,,,,,,,,,,,,8,7,10,7,14,1,0,57.1,3,6,2,16
Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,,1996,,,,,,,,,,,,,,,,,,,22.1,34,21,28,66,15,1,60.4,33,45,21,8
Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,,2000,,,,,,,,,,,,,,,,,,,0.7,3,3,3,4,0,0,28.6,6,1,0,4
Omar Alderete,py PAR,DF,Getafe,es La Liga,,1996,,,,,,,,,,,,,,,,,,,19.8,18,24,27,108,42,5,77.8,4,14,7,58
Omar El Hilali,ma MAR,DF,Espanyol,es La Liga,,2003,,,,,,,,,,,,,,,,,,,19.4,45,27,20,73,17,2,62.1,24,16,10,19
Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,,1989,,,,,,,,,,,,,,,,,,,11.5,11,11,12,26,12,1,59.3,35,11,1,6
Oumar Solet,fr FRA,DF,Udinese,it Serie A,,2000,,,,,,,,,,,,,,,,,,,2.7,4,3,2,5,6,1,50,0,6,4,2
Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,,2005,,,,,,,,,,,,,,,,,,,0.1,0,0,1,2,1,0,,0,0,0,1
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,,1997,,,,,,,,,,,,,,,,,,,13.7,18,17,14,42,30,3,72.7,47,43,22,8
Pablo Marí,es ESP,DF,Monza,it Serie A,,1993,,,,,,,,,,,,,,,,,,,18.1,15,24,37,85,6,0,52.4,1,6,6,40
Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,,1996,,,,,,,,,,,,,,,,,,,1.5,0,4,0,4,32,2,0,8,0,0,1
Patric,es ESP,DF,Lazio,it Serie A,,1993,,,,,,,,,,,,,,,,,,,6.5,4,1,3,18,31,3,50,2,0,0,7
Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,9.2,5,13,9,64,3,1,22.2,0,0,0,27
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,,1994,,,,,,,,,,,,,,,,,,,19,20,35,41,93,8,1,64.7,3,5,0,56
Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,,2007,,,,,,,,,,,,,,,,,,,18.5,13,6,10,48,0,0,58.8,2,4,4,42
Pau Navarro,es ESP,DF,Villarreal,es La Liga,,2005,,,,,,,,,,,,,,,,,,,3.8,6,6,1,15,3,0,70,2,3,1,3
Pau Torres,es ESP,DF,Aston Villa,eng Premier League,,1997,,,,,,,,,,,,,,,,,,,17.2,13,13,6,49,2,0,64.3,1,14,13,14
Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,,2000,,,,,,,,,,,,,,,,,,,7.2,16,9,19,24,0,0,48.3,42,19,5,9
Paulo Azzi,br BRA,DF,Cagliari,it Serie A,,1994,,,,,,,,,,,,,,,,,,,4.7,9,5,5,11,3,1,55.6,22,13,8,6
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,,1992,,,,,,,,,,,,,,,,,,,8.4,7,8,10,21,1,0,47.1,35,6,5,30
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,,1995,,,,,,,,,,,,,,,,,,,10.4,11,9,11,36,38,3,78.6,1,2,2,18
Pedro Lima,br BRA,DF,Wolves,eng Premier League,,2006,,,,,,,,,,,,,,,,,,,0.6,0,0,1,4,4,1,50,5,1,0,0
Pedro Pereira,pt POR,DF,Monza,it Serie A,,1998,,,,,,,,,,,,,,,,,,,15.1,11,15,10,40,0,0,47.8,33,16,6,15
Pedro Porro,es ESP,DF,Tottenham,eng Premier League,,1999,,,,,,,,,,,,,,,,,,,21.1,33,32,22,60,4,1,58.8,130,24,9,8
Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,,1998,,,,,,,,,,,,,,,,,,,13.3,16,26,19,62,3,1,58.3,40,11,4,10
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,,1998,,,,,,,,,,,,,,,,,,,15.7,27,9,18,37,21,2,65.4,83,21,10,24
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,,1996,,,,,,,,,,,,,,,,,,,16,10,17,24,51,6,0,50,2,8,3,24
Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,,1994,,,,,,,,,,,,,,,,,,,18.7,19,22,16,36,7,2,40,52,41,18,10
Pica,es ESP,DF,Alavés,es La Liga,,2002,,,,,,,,,,,,,,,,,,,5.4,7,7,8,22,36,0,44.4,2,1,1,17
Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,,2002,,,,,,,,,,,,,,,,,,,17.5,23,23,23,55,4,0,61.5,21,3,1,27
Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,,1996,,,,,,,,,,,,,,,,,,,4.2,8,4,6,13,9,1,63.6,9,5,1,0
Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,,2000,,,,,,,,,,,,,,,,,,,18,13,22,12,48,5,2,73.3,8,10,3,16
Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,,2005,,,,,,,,,,,,,,,,,,,17.8,17,23,18,69,2,0,78.3,1,0,0,51
Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,,1997,,,,,,,,,,,,,,,,,,,4.8,6,5,2,7,8,0,33.3,8,2,1,2
Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,,1995,,,,,,,,,,,,,,,,,,,14.4,19,9,19,25,13,2,63.3,72,15,6,7
Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,,2002,,,,,,,,,,,,,,,,,,,13.9,6,22,15,49,19,0,50,1,2,0,33
Rafael Tolói,it ITA,DF,Atalanta,it Serie A,,1990,,,,,,,,,,,,,,,,,,,1.4,1,1,3,3,3,1,40,1,0,0,5
Ramon Hendriks,nl NED,DF,Stuttgart,de Bundesliga,,2001,,,,,,,,,,,,,,,,,,,4.5,3,5,10,21,11,2,66.7,5,3,2,10
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,,1995,,,,,,,,,,,,,,,,,,,11.8,12,26,15,38,4,0,64,24,9,2,20
Raoul Bellanova,it ITA,DF,Torino,it Serie A,,2000,,,,,,,,,,,,,,,,,,,1,0,0,0,4,13,3,0,5,1,0,1
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,,2000,,,,,,,,,,,,,,,,,,,15.2,9,8,14,19,31,2,60,90,30,12,11
Raphaël Guerreiro,pt POR,DF,Bayern Munich,de Bundesliga,,1993,,,,,,,,,,,,,,,,,,,10.9,7,7,8,12,3,0,72.7,21,16,7,3
Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,,1997,,,,,,,,,,,,,,,,,,,6.9,3,10,10,25,5,1,60,0,2,1,21
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,,1985,,,,,,,,,,,,,,,,,,,13.2,9,10,6,69,7,2,60,0,0,0,29
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,,2003,,,,,,,,,,,,,,,,,,,5.7,5,0,3,31,1,0,60,0,6,4,12
Raúl Chasco,es ESP,DF,Valladolid,es La Liga,,2003,,,,,,,,,,,,,,,,,,,1.4,1,1,2,2,1,0,50,3,2,0,0
Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,,2001,,,,,,,,,,,,,,,,,,,20.9,31,27,15,46,1,1,65,45,68,33,12
Reece James,eng ENG,DF,Chelsea,eng Premier League,,1999,,,,,,,,,,,,,,,,,,,4.7,6,8,5,7,24,0,33.3,20,8,5,16
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,,1994,,,,,,,,,,,,,,,,,,,7.7,10,7,11,27,0,0,56.3,4,8,2,6
Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,,1993,,,,,,,,,,,,,,,,,,,1.6,2,3,1,0,0,0,25,1,0,0,0
Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,,1992,,,,,,,,,,,,,,,,,,,5.2,9,3,4,13,1,0,61.5,8,4,3,8
Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,,2002,,,,,,,,,,,,,,,,,,,8.4,17,12,9,21,7,2,69.6,9,11,8,19
